original_countryname,original_AddressAlph,original_address_id,original_group,lat,lon,formatted,name,housenumber,street,postcode,district,suburb,city,county,county_code,state,state_code,country,country_code,confidence,confidence_street_level,confidence_city_level,attribution,attribution_license,attribution_url
United Kingdom,"28 Bruton St.,London W1",628,2,51.5107189,-0.1447966828475856,"Paul & Joe, 28 Bruton Street, London, W1J 6QB, United Kingdom",Paul & Joe,28,Bruton Street,W1J 6QB,St. James's,Mayfair,London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"28 Lime St.,London,EC3M 7HR",629,2,51.51194666666667,-0.0835285,"City of London, EC3M 7HR, United Kingdom",,,,EC3M 7HR,,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.6,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"28 New Lane,Havant,Hampshire,P09 2NQ",630,2,50.8630514,-0.9698425,"New Lane, Havant, PO9 2JN, United Kingdom",New Lane,,New Lane,PO9 2JN,Denvilles,,Havant,Hampshire,HAM,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"28 New Lane,Havant,Hampshire,PO9 2NQ",631,2,50.85796,-0.97308,"Havant, PO9 2NQ, United Kingdom",,,,PO9 2NQ,,,Havant,Hampshire,HAM,England,ENG,United Kingdom,gb,0.6,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"284 Aberdeen Ave.,Slough,Berkshire,SL1 4HG",632,2,51.5182007,-0.6266003,"Aberdeen Avenue, Slough, SL1 4HF, United Kingdom",Aberdeen Avenue,,Aberdeen Avenue,SL1 4HF,,Cippenham,Slough,,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"28th Fl.,One Canada Sq.,Canary Wharf,London E14 5AA",633,2,51.505193,-0.019415,"One Canada Square, 1 Canada Square, London, E14 5AA, United Kingdom",One Canada Square,1,Canada Square,E14 5AA,Tower Hamlets,Canary Wharf,London,London,,England,ENG,United Kingdom,gb,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"29 Ludgate Hill,London,EC4M 7JE",634,2,51.5137364,-0.1018968,"TSB, 29 Ludgate Hill, City of London, EC4M 7AE, United Kingdom",TSB,29,Ludgate Hill,EC4M 7AE,,Blackfriars,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"29 Smith St.London,SW3",635,2,52.663642,-1.580326,United Kingdom,United Kingdom,,,,,,,,,,,United Kingdom,gb,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,29 Throgmorton St.London EC2,636,2,51.515257,-0.086845,"29 Throgmorton Street, London, EC2N 2AD, United Kingdom",,29,Throgmorton Street,EC2N 2AD,City of London,Moorgate,London,London,,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"29-30 Cornhill,London EC3V 3QA",637,2,51.5133682,-0.0883701,"Cornhill, City of London, EC3V 3NR, United Kingdom",Cornhill,,Cornhill,EC3V 3NR,,Cornhill,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"29-30 Cornhill,London EC3V 3QA.",638,2,51.5133682,-0.0883701,"Cornhill, City of London, EC3V 3NR, United Kingdom",Cornhill,,Cornhill,EC3V 3NR,,Cornhill,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"29/30 Cornhill,London EC3V 3QA",639,2,51.5133682,-0.0883701,"Cornhill, City of London, EC3V 3NR, United Kingdom",Cornhill,,Cornhill,EC3V 3NR,,Cornhill,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"29/30 Cornhill,London EC3V 3QA,England",640,2,51.5133682,-0.0883701,"Cornhill, City of London, EC3V 3NR, United Kingdom",Cornhill,,Cornhill,EC3V 3NR,,Cornhill,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"295 Regent St.,London,W1B 2HL",641,2,51.5166877,-0.1428351390513167,"295 Regent Street, London, W1B 3AT, United Kingdom",,295,Regent Street,W1B 3AT,Westminster,Mayfair,City of Westminster,Greater London,,England,ENG,United Kingdom,gb,0.5670000000000001,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"296 Regent St.,London W1R 5HD",642,2,51.5164406,-0.1424407,"296 Regent Street, London, W1R 5HD, United Kingdom",,296,Regent Street,W1R 5HD,Westminster,Marylebone,London,London,,England,ENG,United Kingdom,gb,0.9,1,1,,,
United Kingdom,296-392 High Holborn London WC1V 7JL,643,2,51.518009,-0.1147703,"Paul, 296-298 High Holborn, London, WC1V 7JH, United Kingdom",Paul,296-298,High Holborn,WC1V 7JH,London Borough of Camden,Holborn,London,Greater London,,England,ENG,United Kingdom,gb,0.5670000000000001,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"296-392 High Holborn,London WC1V 7JL",644,2,51.518009,-0.1147703,"Paul, 296-298 High Holborn, London, WC1V 7JH, United Kingdom",Paul,296-298,High Holborn,WC1V 7JH,London Borough of Camden,Holborn,London,Greater London,,England,ENG,United Kingdom,gb,0.5670000000000001,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2A Cleeve Court,Cleeveroad,Leatherhead,Surrey KT 227 NN",645,2,51.2955038,-0.3293689,"Leatherhead, Mole Valley, ENG, United Kingdom",Leatherhead,,,,,,Mole Valley,Surrey,SRY,England,ENG,United Kingdom,gb,0.25,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2B Wyncolls Rd.,Severolls Business Park Colchester,Essex CO4 9HZ",646,2,51.9176719,0.9289672,"Wyncolls Road, Colchester, CO4 9HU, United Kingdom",Wyncolls Road,,Wyncolls Road,CO4 9HU,,Highwoods,Colchester,Essex,ESS,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2la John St.,London WC1N 2BF",647,2,51.5227442,-0.11622506834170829,"21 John Street, London, WC1N 2BF, United Kingdom",,21,John Street,WC1N 2BF,London Borough of Camden,Holborn,London,Greater London,,England,ENG,United Kingdom,gb,0.5670000000000001,0.63,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2la John St.,WC1N 2BF,London",648,2,51.5227442,-0.11622506834170829,"21 John Street, London, WC1N 2BF, United Kingdom",,21,John Street,WC1N 2BF,London Borough of Camden,Holborn,London,Greater London,,England,ENG,United Kingdom,gb,0.5670000000000001,0.63,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,120 Moorgate London EC2M 6SS",649,2,51.5187199,-0.0877584,"Starbucks, 120 Moorgate, City of London, EC2M 6AB, United Kingdom",Starbucks,120,Moorgate,EC2M 6AB,,Barbican,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,120 Moorgate,London EC2M 6SS",650,2,51.5187199,-0.0877584,"Starbucks, 120 Moorgate, City of London, EC2M 6AB, United Kingdom",Starbucks,120,Moorgate,EC2M 6AB,,Barbican,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,15 Berkeley St.,London W1X 5AE",651,2,51.5084143,-0.1432995,"Nobu, 15a Berkeley Street, London, W1J 6EA, United Kingdom",Nobu,15a,Berkeley Street,W1J 6EA,St. James's,Mayfair,London,Greater London,,England,ENG,United Kingdom,gb,0.855,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,15 Moorgate,London EC2R 6AB",652,2,51.51507,-0.08985,"City of London, EC2R 6AB, United Kingdom",,,,EC2R 6AB,,,City of London,Greater London,,England,ENG,United Kingdom,gb,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,150 Brompton Rd.,London,SW3 1HX",653,2,51.4984678,-0.1664579,"Embassy of Uruguay, 150 Brompton Road, London, SW3 1HX, United Kingdom",Embassy of Uruguay,150,Brompton Road,SW3 1HX,Royal Borough of Kensington and Chelsea,Chelsea,London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,20 Baltic St.,London EC1Y 0UL",654,2,51.5233815,-0.096575,"Baltic Street, London, EC1Y 0UL, United Kingdom",Baltic Street,,Baltic Street,EC1Y 0UL,London Borough of Islington,Finsbury,London,Greater London,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,20 South Balderton St.,London W1K 6TL",655,2,51.51383,-0.15216,"London, W1K 6TL, United Kingdom",,,,W1K 6TL,,,City of Westminster,Greater London,,England,ENG,United Kingdom,gb,0.6,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,22 East Cheap,London,EC3M 1EM",656,2,51.499258499999996,-0.010222859029226868,"22 East Ferry Road, London, E14 3LA, United Kingdom",,22,East Ferry Road,E14 3LA,London Borough of Tower Hamlets,Isle of Dogs,London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.567,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,24B Lime St.,London EC3M 7HJ",657,2,51.5118332,-0.0836948,"Lime Street, City of London, EC3M 7HJ, United Kingdom",Lime Street,,Lime Street,EC3M 7HJ,,Cornhill,City of London,Greater London,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,24B Lime St.,London EC3M 7HR",658,2,51.5118847,-0.0835703,"24 Lime Street, City of London, EC3M 7HR, United Kingdom",,24,Lime Street,EC3M 7HR,City of London,Cornhill,City of London,Greater London,,England,ENG,United Kingdom,gb,0.855,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,24B Lime St.,London,EC3M 7HJ",659,2,51.5118332,-0.0836948,"Lime Street, City of London, EC3M 7HJ, United Kingdom",Lime Street,,Lime Street,EC3M 7HJ,,Cornhill,City of London,Greater London,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,25 Fenchurch Ave.,London,EC3M 5AD",660,2,51.5128153,-0.080977,"The Moniker, 25 Fenchurch Avenue, City of London, EC3M 5AD, United Kingdom",The Moniker,25,Fenchurch Avenue,EC3M 5AD,,Bishopsgate,City of London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,25 Fenchurch St.,London,EC3M 5AD",661,2,51.5128153,-0.080977,"The Moniker, 25 Fenchurch Avenue, City of London, EC3M 5AD, United Kingdom",The Moniker,25,Fenchurch Avenue,EC3M 5AD,,Bishopsgate,City of London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,3 Furzeground Way,Stockley Park,Uxbridge,Middlesex UB11 1EZ",662,2,51.5083934,-0.4412488806683331,"3 Furzeground Way, London, UB11 1BB, United Kingdom",,3,Furzeground Way,UB11 1BB,London Borough of Hillingdon,Stockley Park,London,Greater London,,England,ENG,United Kingdom,gb,0.48999999999999994,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,344 Kensington High St.,London,W14 8NS",663,2,51.4973249,-0.2049852,"Consulate of Romania, 344 Kensington High Street, London, W14 8NS, United Kingdom",Consulate of Romania,344,Kensington High Street,W14 8NS,Royal Borough of Kensington and Chelsea,Earl's Court,London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,50 Mark Lane London,EC3R 7QR",664,2,51.5100703,-0.08034,"Santander, 50 Mark Lane, City of London, EC3R 7QR, United Kingdom",Santander,50,Mark Lane,EC3R 7QR,,Bishopsgate,City of London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,50 Mark Lane,London EC3R 7QR",665,2,51.5100703,-0.08034,"Santander, 50 Mark Lane, City of London, EC3R 7QR, United Kingdom",Santander,50,Mark Lane,EC3R 7QR,,Bishopsgate,City of London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,50 Mark Lane,London,EC3R 7QR",666,2,51.5100703,-0.08034,"Santander, 50 Mark Lane, City of London, EC3R 7QR, United Kingdom",Santander,50,Mark Lane,EC3R 7QR,,Bishopsgate,City of London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,55 Moorgate,London EC2R 6EX",667,2,51.51602,-0.088009,"London, EC2R 7NJ, United Kingdom",EC2R 7NJ,,,EC2R 7NJ,,,London,,,,,United Kingdom,gb,0.48999999999999994,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"2nd Fl.,55 Moorgate,LONDON EC2R 6EX",668,2,51.51602,-0.088009,"EC2R 7NJ, United Kingdom",EC2R 7NJ,,,EC2R 7NJ,,,,,,,,United Kingdom,gb,0.48999999999999994,,0.9,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"2nd Fl.,55 Moorgate,London,EC2R 6EX",669,2,51.51602,-0.088009,"London, EC2R 7NJ, United Kingdom",EC2R 7NJ,,,EC2R 7NJ,,,London,,,,,United Kingdom,gb,0.48999999999999994,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"2nd Fl.,56 Queen's Gate London SW7 5JW",670,2,51.4962053,-0.179537,"56 Queen's Gate, London, SW7 5QL, United Kingdom",,56,Queen's Gate,SW7 5QL,Royal Borough of Kensington and Chelsea,Brompton,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,56 Queen's Gate,London SW7 5JW",671,2,51.4962053,-0.179537,"56 Queen's Gate, London, SW7 5QL, United Kingdom",,56,Queen's Gate,SW7 5QL,Royal Borough of Kensington and Chelsea,Brompton,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,74/78 Finsbury Pavement, London EC2A 1AT",672,2,51.5201218,-0.0873343,"Finsbury Pavement, London, EC2A 1AT, United Kingdom",Finsbury Pavement,,Finsbury Pavement,EC2A 1AT,London Borough of Islington,Finsbury,London,Greater London,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,9 High St.,Baldock,Hertfordshire,SG7 6AZ",673,2,51.9891729,-0.1881862,"9 High Street, North Hertfordshire, SG7 6AZ, United Kingdom",,9,High Street,SG7 6AZ,,Clothall Common,North Hertfordshire,Hertfordshire,HRT,England,ENG,United Kingdom,gb,0.9,1,1,,,
United Kingdom,"2nd Fl.,99 Gresham St.London,EC2P 2BR",674,2,51.511992,-0.093034,"Gresham, Queen Street, London, EC4R 1BR, United Kingdom",Gresham,,Queen Street,EC4R 1BR,City of London,Cannon,London,London,,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,America House,2 America Sq.,London EC3N 2LU",675,2,51.5115595,-0.075861,"America Square, City of London, EC3N 2LU, United Kingdom",America Square,,America Square,EC3N 2LU,,Aldgate,City of London,Greater London,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,Berkeley Sq.House,Berkeley Sq.,London",676,2,51.5090595,-0.1441078,"Swiss Time London, 1 Berkeley Square, London, W1J 6ED, United Kingdom",Swiss Time London,1,Berkeley Square,W1J 6ED,St. James's,Mayfair,London,Greater London,,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,Bury House,31 Bury St.,London EC3A 5AR",677,2,51.51405,-0.07933,"City of London, EC3A 5AR, United Kingdom",,,,EC3A 5AR,,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.6,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,Isanford St.,Swindon,Wiltshire,Sni 1QQ",678,2,51.5557346,-1.7898850960126849,"Radnor Street Cemetery Chapel, Clifton Street, Swindon, SN1 3PY, United Kingdom",Radnor Street Cemetery Chapel,,Clifton Street,SN1 3PY,,Okus,Swindon,Swindon,SWD,England,ENG,United Kingdom,gb,0.0625,0.125,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,Kemp House,152-160 City Rd.,London EC1V 2NP",679,2,51.5272232,-0.0886928,"P Shah Opticians, 152 City Road, London, EC1V 2NP, United Kingdom",P Shah Opticians,152,City Road,EC1V 2NP,London Borough of Islington,Finsbury,London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,London Bioscience Innovation Centre,2 Royal College St,London NW1 0NH",680,2,51.5365402,-0.1340876,"Royal College Street, London, NW1 0NH, United Kingdom",Royal College Street,,Royal College Street,NW1 0NH,London Borough of Camden,St Pancras,London,Greater London,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,Marlborough House,298 Rogents Park Rd.,London",681,2,51.435109,-0.218205,"Marlborough House, Somerset Road, London, SW19 5HT, United Kingdom",Marlborough House,,Somerset Road,SW19 5HT,Merton,Wimbledon Park,London,London,,England,ENG,United Kingdom,gb,0.125,0.25,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,New Liverpool House,15 Eldon St.,London,EC2M 7LD",682,2,51.518138449999995,-0.08473153733051139,"15-17 Eldon Street, City of London, EC2M 7LD, United Kingdom",,15-17,Eldon Street,EC2M 7LD,Bishopsgate Without,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.81,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,Nightingale House,65 Curgo St.,London W1Y 7 PE",683,2,51.509648,-0.099076,"London, ENG, United Kingdom",,,,,,,London,London,,England,ENG,United Kingdom,gb,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"2nd Fl.,Nightingale House,65 Curgo St.,London W1Y 7-PE",684,2,51.507941349999996,-0.14461872917987129,"65 Curzon Street, London, W1J 8PE, United Kingdom",,65,Curzon Street,W1J 8PE,St. James's,Mayfair,London,Greater London,,England,ENG,United Kingdom,gb,0.6,0.6666666666666666,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,Nightingale House,65 Curzon St.,W1Y7PE",685,2,51.507941349999996,-0.14461872917987129,"65 Curzon Street, London, W1J 8PE, United Kingdom",,65,Curzon Street,W1J 8PE,St. James's,Mayfair,London,Greater London,,England,ENG,United Kingdom,gb,0.9,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,Nightingole House,65 Curgo St.,London W1Y 7-PE",686,2,51.507941349999996,-0.14461872917987129,"65 Curzon Street, London, W1J 8PE, United Kingdom",,65,Curzon Street,W1J 8PE,St. James's,Mayfair,London,Greater London,,England,ENG,United Kingdom,gb,0.6,0.6666666666666666,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,Spire Court,Albion Way,Horsham RH12 9JW",687,2,51.0642863,-0.3287635,"Albion Way, Horsham, RH12 1BG, United Kingdom",Albion Way,,Albion Way,RH12 1BG,,New Town,Horsham,West Sussex,WSX,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,The Metro Bldg.,1 Butterwick,Hammersmith,London W6 8DL",688,2,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"2nd Fl.,Trigate 210-222 Hagley Rd. West Birmingham,B68 ONP",689,2,52.4617887,-2.0084653,"Hagley Road West, Birmingham, B68 0QA, United Kingdom",Hagley Road West,,Hagley Road West,B68 0QA,,,Birmingham,West Midlands Combined Authority,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,Trigate 210-222 Hagley Rd.West,Birmingham,B68 0NP",690,2,52.4656548,-1.9851671,"Hagley Road West, Birmingham, B68 0NP, United Kingdom",Hagley Road West,,Hagley Road West,B68 0NP,,,Birmingham,West Midlands Combined Authority,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,Trigate 210-222 Hagley Rd.West,Birmingham,B68 ONP",691,2,52.4617887,-2.0084653,"Hagley Road West, Birmingham, B68 0QA, United Kingdom",Hagley Road West,,Hagley Road West,B68 0QA,,,Birmingham,West Midlands Combined Authority,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,Vantage London Great West Rd.,Brentford TW8 9AG",692,2,51.4881078,-0.3134981,"Great West Road, London, TW8 9EY, United Kingdom",Great West Road,,Great West Road,TW8 9EY,London Borough of Hounslow,,London,Greater London,,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,West,CP House 97-107 Uxbridge Rd.,Ealing,London W5 5TL",693,2,51.51167075,-0.31261260513359096,"CP House, 97-107 Uxbridge Road, London, W5 5TL, United Kingdom",CP House,97-107,Uxbridge Road,W5 5TL,London Borough of Ealing,,London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.,Westwood House,12 Swallow St.,London W1R 7HE",694,2,51.5095204,-0.1375499,"12 Swallow Street, London, W1R 7HE, United Kingdom",,12,Swallow Street,W1R 7HE,Westminster,Mayfair,London,London,,England,ENG,United Kingdom,gb,0.9,1,1,,,
United Kingdom,"2nd Fl.15 Moorgate,London EC2R 6AB",695,2,51.51507,-0.08985,"City of London, EC2R 6AB, United Kingdom",,,,EC2R 6AB,,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.6,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.29 Princes St.,London W1R 7RG",696,2,51.514482,-0.142711,"Princes Street, London, W1R 7RG, United Kingdom",,,Princes Street,W1R 7RG,Westminster,Mayfair,London,London,,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.Irwin House,118 Southwark St.,London SE1 0SW",697,2,51.5070583,-0.1040306,"Southwark Street, London, SE1 9UF, United Kingdom",Southwark Street,,Southwark Street,SE1 9UF,London Borough of Southwark,Southwark,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.Peek House,20 Eastcheap,London EC3M 1DR",698,2,51.510437,-0.0838351,"Eastcheap Records, 20 Eastcheap, City of London, EC3M 1DE, United Kingdom",Eastcheap Records,20,Eastcheap,EC3M 1DE,,Cornhill,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd Fl.Salisbury House,London Wall,London EC2M 5QQ",699,2,51.5171668,-0.0870623,"City of London, EC2M 5QQ, United Kingdom",,,,EC2M 5QQ,,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.6,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd/3rd Fl.,11/12 Buckingham Gate,London SW1E 6LB",700,2,51.4996099,-0.14041,"London, SW1E 6LB, United Kingdom",,,,SW1E 6LB,,,City of Westminster,Greater London,,England,ENG,United Kingdom,gb,0.6,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"2nd/3rd Fl.,11/12 Buekingham Gate,London SW1E 6LB",701,2,51.4996099,-0.14041,"London, SW1E 6LB, United Kingdom",,,,SW1E 6LB,,,City of Westminster,Greater London,,England,ENG,United Kingdom,gb,0.6,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Bishop Sq.,Titan Court,Hatfield Hertfordshire,AL10 9NE",702,2,51.7623415,-0.24391528845919344,"Titan Court, 3 Bishop Square, Welwyn Hatfield, AL10 9NE, United Kingdom",Titan Court,3,Bishop Square,AL10 9NE,,Hatfield Business Park,Welwyn Hatfield,Hertfordshire,HRT,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Broad Plain,Bristol BS2 0JP",703,2,51.45413105,-2.582538253897525,"3-4 Broad Plain, Bristol, BS2 0JP, United Kingdom",,3-4,Broad Plain,BS2 0JP,Old Market,Redcliffe,Bristol,City of Bristol,BST,England,ENG,United Kingdom,gb,0.81,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Centro,Boundary Way,Hemel Hempstead,HP2 7SU",704,2,51.7643468,-0.4325289,"Boundary Way, Dacorum, HP2 7RH, United Kingdom",Boundary Way,,Boundary Way,HP2 7RH,,Maylands,Dacorum,Hertfordshire,HRT,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
