original_countryname,original_AddressAlph,original_address_id,original_group,lat,lon,formatted,name,housenumber,street,suburb,postcode,district,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
United Kingdom,"Bridgestone House,Birchley Trading Estate,Oldbury Warley,West Midlan B69 1DT",1720,4,52.49291625,-2.02544015,"Sandwell, B69 1DT, United Kingdom",,,,,B69 1DT,,Sandwell,West Midlands Combined Authority,,England,ENG,United Kingdom,gb,0,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,Bristol,1721,4,51.4538022,-2.5972985,"Bristol, ENG, United Kingdom",Bristol,,,,,,Bristol,City of Bristol,BST,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Britanica Works,Sewardstone Rd.,Waltham Abbey,Essex EN9 1NP",1722,4,51.6734149,0.003709,"Sewardstone Road, Epping Forest, EN9 3YX, United Kingdom",Sewardstone Road,,Sewardstone Road,Waltham Abbey,EN9 3YX,,Epping Forest,Essex,ESS,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Britannia Trade Park Radway Rd.,Swindon Wiltshire,SN3 4ND",1723,4,51.5823829,-1.7573791,"Radway Road, Stratton St Margaret, SN3 4ND, United Kingdom",Radway Road,,Radway Road,Stratton St. Margaret,SN3 4ND,,Stratton St Margaret,Swindon,SWD,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Britannia Trade Park Radway Rd.,Swindon,Wiltshire,SN3 4ND",1724,4,51.5823829,-1.7573791,"Radway Road, Stratton St Margaret, SN3 4ND, United Kingdom",Radway Road,,Radway Road,Stratton St. Margaret,SN3 4ND,,Stratton St Margaret,Swindon,SWD,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,Britannic House Moor Lane London EC2Y 9BU,1725,4,51.518226,-0.091073,"Moor Lane, London, EC2Y 9BU, United Kingdom",,,Moor Lane,Moorgate,EC2Y 9BU,City of London,London,London,,England,ENG,United Kingdom,gb,0.25,1,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Britannic House,1 Finsbury Circus,London,EC2M 7BA",1726,4,51.5180861,-0.08809,"Finsbury Circus, City of London, EC2M 6UR, United Kingdom",Finsbury Circus,,Finsbury Circus,Barbican,EC2M 6UR,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Britannic House,Moor Lane,London EC2Y 9BU",1727,4,51.5199113,-0.0899387,"Moor Lane, City of London, EC2Y 9AZ, United Kingdom",Moor Lane,,Moor Lane,Barbican,EC2Y 9AZ,London Borough of Islington,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Britannic House,More Lane,London EC2Y 9BU",1728,4,51.504954,-0.082061,"More London Place, London, EC2Y 9BU, United Kingdom",,,More London Place,Borough,EC2Y 9BU,Southwark,London,London,,England,ENG,United Kingdom,gb,0.22049999999999997,1,0.44099999999999995,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Britannica House,Waltham Cross Hertfordshire En 8 7dy",1729,4,51.68905,-0.0333,"Waltham Cross, Cheshunt, ENG, United Kingdom",Waltham Cross,,,Waltham Cross,,,Cheshunt,Hertfordshire,HRT,England,ENG,United Kingdom,gb,0.25,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"Britannica House,Walthamcross Hertfordshire,EN8 7DY",1730,4,52.663642,-1.580326,United Kingdom,United Kingdom,,,,,,,,,,,United Kingdom,gb,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"Broadwalk House 5 Appold St.,London EC2A 2HA",1731,4,51.5209589,-0.0811407,"Monzo Bank, 5 Appold Street, City of London, EC2A 2AG, United Kingdom",Monzo Bank,5,Appold Street,,EC2A 2AG,London Borough of Hackney,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Brocastle Ave.,Waterton Ind.Estate Bridgend,Mid Glamorgan CF31 3YN",1732,4,51.4984775,-3.5326875,"Brocastle Avenue, Coychurch, CF31 3TR, United Kingdom",Brocastle Avenue,,Brocastle Avenue,Coychurch Lower,CF31 3TR,,Coychurch,Bridgend County Borough,,Wales,WLS,United Kingdom,gb,0.44099999999999995,0.7290000000000001,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Brocastle Ave.,Waterton Ind.Estate Bridgend,Mid Glamorgan,CF31 3YN",1733,4,51.4984775,-3.5326875,"Brocastle Avenue, Coychurch, CF31 3TR, United Kingdom",Brocastle Avenue,,Brocastle Avenue,Coychurch Lower,CF31 3TR,,Coychurch,Bridgend County Borough,,Wales,WLS,United Kingdom,gb,0.44099999999999995,0.7290000000000001,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Brocastle Ave.,Waterton Industrial Estate Bridgend,Mid Glamorgan CF31 3YN",1734,4,51.4984775,-3.5326875,"Brocastle Avenue, Coychurch, CF31 3TR, United Kingdom",Brocastle Avenue,,Brocastle Avenue,Coychurch Lower,CF31 3TR,,Coychurch,Bridgend County Borough,,Wales,WLS,United Kingdom,gb,0.44099999999999995,0.7290000000000001,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bromsgrove,Worcestershire",1735,4,52.3390519,-2.0532017992446177,"Bromsgrove, ENG, United Kingdom",,,,,,,Bromsgrove,Worcestershire,WOR,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,Brook Court Whittington Hall Worcester WR5 2RX,1736,4,52.205147,-2.226455,"Brook Street, Worcester, WR5 2RX, United Kingdom",,,Brook Street,,WR5 2RX,,Worcester,Worcestershire,WOR,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Brook St.,House,47 Davies St.,London,W1Y 1FJ",1737,4,51.512433,-0.148451,"47 Davies Street, London, W1K 3LJ, United Kingdom",,47,Davies Street,Mayfair,W1K 3LJ,Westminster,London,London,,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Brookfield House,Brookfield Rd.,Arnold Nottingham,NG5 7ER",1738,4,53.0024393,-1.1215474,"Brookfield Road, Gedling, NG5 7ER, United Kingdom",Brookfield Road,,Brookfield Road,Redhill,NG5 7ER,,Gedling,Nottinghamshire,NTT,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Brookfield House,Brookfield Rd.Arnold Nattingam NG5 7ER",1739,4,53.002541048780486,-1.123863643902439,"Gedling, NG5 7ER, United Kingdom",,,,,NG5 7ER,,Gedling,Nottinghamshire,NTT,England,ENG,United Kingdom,gb,0.5185185185185186,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Brookfield House,Brookfield Rd.Arnold Nottingham,NG5 7ER",1740,4,53.002541048780486,-1.123863643902439,"Gedling, NG5 7ER, United Kingdom",,,,,NG5 7ER,,Gedling,Nottinghamshire,NTT,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Brookside Hall,Congleton Road Arclip,Sandbach Cheshire CW11 0SS",1741,4,53.149069,-2.36104,"Sandbach, Congleton Road / Offley Road, Congleton Road, Sandbach, CW11 0SS, United Kingdom","Sandbach, Congleton Road / Offley Road",,Congleton Road,,CW11 0SS,Sandbach Civil Parish,Sandbach,Cheshire West and Chester,CHW,England,ENG,United Kingdom,gb,0.24300000000000005,1,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Brother House 1 Tame St.,Audenshaw,Manchester M34 5JE",1742,4,53.4727189,-2.1127651,"Tameside, M34 5JE, United Kingdom",,,,,M34 5JE,,Tameside,Greater Manchester,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Brother House 1 Tame St.,Audenshaw,Manchester,M34 5JE",1743,4,53.4727189,-2.1127651,"Tameside, M34 5JE, United Kingdom",,,,,M34 5JE,,Tameside,Greater Manchester,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Brother House,1 Tame St.,Audenshaw,Manchester M34 5JE",1744,4,53.4727189,-2.1127651,"Tameside, M34 5JE, United Kingdom",,,,,M34 5JE,,Tameside,Greater Manchester,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Brother House,1 Tame St.,Audenshaw,Manchester,M34 5JE",1745,4,53.4727189,-2.1127651,"Tameside, M34 5JE, United Kingdom",,,,,M34 5JE,,Tameside,Greater Manchester,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Buchanan House,3 St.James's Sq.,London,SW1Y 4JU",1746,4,51.5081341,-0.134727,"London, SW1Y 4JU, United Kingdom",,,,,SW1Y 4JU,,London,Greater London,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Buckholt Dr.,Warndon Ind.Estate,Warndon,Worcester",1747,4,52.2172022,-2.1897143,"Buckholt Drive, Worcester, WR4 9ND, United Kingdom",Buckholt Drive,,Buckholt Drive,Warndon,WR4 9ND,,Worcester,Worcestershire,WOR,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Buckholt Drive,Warndon Industrial Estate,Warndon,Worcester",1748,4,52.1911849,-2.2206585,"Worcester, ENG, United Kingdom",,,,,,,Worcester,Worcestershire,WOR,England,ENG,United Kingdom,gb,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bucklerbury House,Wlbrook,London EC4N 8BR",1749,4,51.506704,-0.141776,"Wimbourne House, London, E C4N, United Kingdom",,,Wimbourne House,St. James's,E C4N,Westminster,London,London,,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bucklersbury House,11 Walbrook,London EC4N 8EL",1750,4,51.5131881,-0.0897317,"Walbrook, City of London, EC4N 8BH, United Kingdom",Walbrook,,Walbrook,Cheap,EC4N 8BH,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bucklersbury House,11th Fl.,3 Queen Victoria St.,London EC4N 8El",1751,4,51.512773,-0.0906448,"Bloomberg, 3 Queen Victoria Street, City of London, EC4N 4TQ, United Kingdom",Bloomberg,3,Queen Victoria Street,Cheap,EC4N 4TQ,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bucklersbury House,3 Queen Victoria St.,London EC4N 8HR",1752,4,51.512773,-0.0906448,"Bloomberg, 3 Queen Victoria Street, City of London, EC4N 4TQ, United Kingdom",Bloomberg,3,Queen Victoria Street,Cheap,EC4N 4TQ,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bucklersbury House,6Fl.South,83 Cannon St.London EC4N 5AD",1753,4,51.5116546,-0.0897347,"City of London, EC4N 5AD, United Kingdom",,,,,EC4N 5AD,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bulvinos House 171-175 Uxbridge Rd.,London W13 9AA",1754,4,51.508765,-0.3392679,"Essential Beauty, 171 Uxbridge Road, London, W7 3TH, United Kingdom",Essential Beauty,171,Uxbridge Road,Hanwell,W7 3TH,London Borough of Ealing,London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Burgh Heath,Epsom Surrey,KT18 5UX",1755,4,51.3153729,-0.2321862,"Reigate and Banstead, KT18 5UX, United Kingdom",,,,,KT18 5UX,,Reigate and Banstead,Surrey,SRY,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Burnaston,Derbyshire DE1 9TA",1756,4,52.8726929,-1.5739949,"Toyota Motor Manufacturing UK, Burnaston CP, DE1 9TA, United Kingdom",Toyota Motor Manufacturing UK,,,,DE1 9TA,,Burnaston CP,Derbyshire,DBY,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Burnaston,Derbyshire,DE1 9TA",1757,4,52.8726929,-1.5739949,"Toyota Motor Manufacturing UK, Burnaston CP, DE1 9TA, United Kingdom",Toyota Motor Manufacturing UK,,,,DE1 9TA,,Burnaston CP,Derbyshire,DBY,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Burnaston,Derbyshire,East Midlands,DE1 9TA",1758,4,52.8726929,-1.5739949,"Toyota Motor Manufacturing UK, Burnaston CP, DE1 9TA, United Kingdom",Toyota Motor Manufacturing UK,,,,DE1 9TA,,Burnaston CP,Derbyshire,DBY,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Burnastone,Derbyshire,DE1 9TA",1759,4,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"Bury House,31 Bury St.,London EC3A 5AR",1760,4,51.51405,-0.07933,"City of London, EC3A 5AR, United Kingdom",,,,,EC3A 5AR,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,Bush House Suites 126/132A Aldwych London WC2B/4QT,1761,4,51.561096,0.197942,"Aldwych Close, London, United Kingdom",,,Aldwych Close,,,Havering,London,London,,England,ENG,United Kingdom,gb,0.060840000000000005,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bush House,North West Wing,Aldwych,London WC2B 4PH",1762,4,51.5132995,-0.1164959,"Aldwych, London, WC2B 4RR, United Kingdom",Aldwych,,Aldwych,Holborn,WC2B 4RR,St Clement Danes,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bush House,North West Wing,Aldwych,London WC2B 4PJ",1763,4,51.5131753,-0.1174757,"Aldwych, London, WC2B 4PJ, United Kingdom",Aldwych,,Aldwych,Holborn,WC2B 4PJ,St Clement Danes,London,Greater London,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Butterick Bldg.,New Lane,Havant,Hampshire,PO9 2ND",1764,4,50.8630514,-0.9698425,"New Lane, Havant, PO9 2JN, United Kingdom",New Lane,,New Lane,,PO9 2JN,Denvilles,Havant,Hampshire,HAM,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"C/0 Tfc Legal 80 Coleman St.,London",1765,4,51.5170758,-0.08916966598066389,"80 Coleman Street, City of London, EC2R 5BJ, United Kingdom",,80,Coleman Street,Barbican,EC2R 5BJ,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.7290000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"c/o Accel Worldwide Ltd.4 Abbey Orchard St.,Westminster,London SW/P 2JJ",1766,4,51.4981992,-0.1324675,"Munich Cricket Club, 1 Abbey Orchard Street, London, SW1P 2LU, United Kingdom",Munich Cricket Club,1,Abbey Orchard Street,Millbank,SW1P 2LU,Westminster,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"c/o Arcese UK Ltd.2nd Fl.,Thurrock Park Way,Thurrock Park Ind.Estate Tilbury,Essex RM18 7HY",1767,4,51.477058,0.287968,"West Thurrock Way, Grays, RM18 7HY, United Kingdom",,,West Thurrock Way,,RM18 7HY,,Grays,Essex,ESS,England,ENG,United Kingdom,gb,0.130203045,0.32148899999999997,0.26040609,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"c/o Asahi Finance(UK)Ltd.,Princess house",1768,4,52.663642,-1.580326,United Kingdom,United Kingdom,,,,,,,,,,,United Kingdom,gb,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"c/o Calder & Co.,16 Charles 2 St.,London SW1Y 4NW",1769,4,51.50806,-0.13369,"London, SW1Y 4NW, United Kingdom",,,,,SW1Y 4NW,,London,Greater London,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"c/o Clemence Hoar Cummings Riverside House,1-5 Como St.,Romford,RM7 7DN",1770,4,51.5807152,0.17697,"Clemence Hoar Cummings, 1.5 Como Street, London, RM7 7DN, United Kingdom",Clemence Hoar Cummings,1.5,Como Street,Romford,RM7 7DN,Havering,London,Greater London,,England,ENG,United Kingdom,gb,0.45,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"c/o Dixon Wilson Chartered Accountants Rotherwick House,3 Thomas More St.,London,E1W 1YX",1771,4,51.5081833,-0.06868053111587974,"3 Thomas More Street, London, E1W 1YZ, United Kingdom",,3,Thomas More Street,Wapping,E1W 1YZ,London Borough of Tower Hamlets,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"c/o Dixon Wilson Chartered Accountants,Rotherwick House,3 Thomas More St.,London,E1W 1YX",1772,4,51.5081833,-0.06868053111587974,"3 Thomas More Street, London, E1W 1YZ, United Kingdom",,3,Thomas More Street,Wapping,E1W 1YZ,London Borough of Tower Hamlets,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"c/o Dixou Wilson Chavtered Accountants Rotherwick House,3 Thomas More St.,London,E1W 1YX",1773,4,51.5081833,-0.06868053111587974,"3 Thomas More Street, London, E1W 1YZ, United Kingdom",,3,Thomas More Street,Wapping,E1W 1YZ,London Borough of Tower Hamlets,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"c/o Ernst & Young,Rolls House,7 Rolls Bldg.Fetter Lane,London EC4A 1NH",1774,4,51.516794,-0.109117,"Fetter Lane, London, EC4A 1NH, United Kingdom",,,Fetter Lane,Holborn,EC4A 1NH,City of London,London,London,,England,ENG,United Kingdom,gb,0.33333333333333337,1,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"c/o Hackwood Secretaries Ltd.,One Silk St.,London",1775,4,51.519973,-0.092038,"Silk Street, London, United Kingdom",,,Silk Street,Barbican,,City of London,London,London,,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,c/o Hogan & Hartson Juxon House 100 St.Paul's Churchyard London EC4M 8BU,1776,4,51.51412033333333,-0.10008763333333334,"City of London, EC4M 8BU, United Kingdom",,,,,EC4M 8BU,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,C/O Hogan & Hartson Juxon House 100 St.Paul's Churchyard London EC4M 8BU,1777,4,51.51412033333333,-0.10008763333333334,"City of London, EC4M 8BU, United Kingdom",,,,,EC4M 8BU,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"c/o Itochu Europe PLC,The Broadgate Tower,20 Primrose St.,London,EC2A 2EW",1778,4,51.5213133,-0.07975909954293661,"20 Primrose Street, City of London, EC2A 2AG, United Kingdom",,20,Primrose Street,Broadgate,EC2A 2AG,Bishopsgate Without,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"c/o ITOCHU Europe PLC,The Broadgate Tower,20 Primrose St.,London,EC2A 2EW",1779,4,51.5213133,-0.07975909954293661,"20 Primrose Street, City of London, EC2A 2AG, United Kingdom",,20,Primrose Street,Broadgate,EC2A 2AG,Bishopsgate Without,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"c/o Mitsukoshi,Dorland House 14-20 Regent St.,London,SW1Y 4PH",1780,4,51.50912,-0.13369,"London, SW1Y 4PH, United Kingdom",,,,,SW1Y 4PH,,London,Greater London,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"c/o MoFo Notices Citypoint 1 Ropemaker St.,London EC2Y 9AW",1781,4,51.5189972,-0.0897507,"The Refinery, 1 Ropemaker Street, City of London, EC2Y 9AW, United Kingdom",The Refinery,1,Ropemaker Street,Barbican,EC2Y 9AW,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"c/o Nichimen Europe PLC 3 Shortlands,London W6 8DA",1782,4,51.399111,0.004702,"Shortlands, London, ENG, United Kingdom",Shortlands,,,Shortlands,,Bromley,London,London,,England,ENG,United Kingdom,gb,0.25,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"c/o Nissan Motor Manufacturing UK Ltd.,Washington Rd.Sunderland,Tyne & Wear,SR5 3NS",1783,4,54.7996405,-1.673837304472392,"C O Car Repairs, Dale Street, Langley Park, DH7 9TZ, United Kingdom",C O Car Repairs,,Dale Street,,DH7 9TZ,,Langley Park,County Durham,,England,ENG,United Kingdom,gb,0.015069796874999998,0.2835,0.16074449999999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"c/o Nissin UK Ltd.Unit 6,Hunts Rise,South Marston Ind.Estate,Swindon,Wiltshire,SN3 4TG",1784,4,51.6015833,-1.7386763,"Hunts Rise, Stanton Fitzwarren, SN3 4TW, United Kingdom",Hunts Rise,,Hunts Rise,Stanton Fitzwarren,SN3 4TW,,Stanton Fitzwarren,Swindon,SWD,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"c/o Robert Fleming Insurance Brokers Ltd.,Staple Hall,Stone House Court,London EC3A 7AX",1785,4,51.5167269,-0.0804393,"Stone House Court, City of London, EC2M 4UJ, United Kingdom",Stone House Court,,Stone House Court,150 Bishopsgate,EC2M 4UJ,City of London,City of London,Greater London,,England,ENG,United Kingdom,gb,0.405,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"c/o Robert Fleming Insurance Brokers Ltd.,Staple Hall,Stone House Court,London,EC3A 7AX",1786,4,51.5167269,-0.0804393,"Stone House Court, City of London, EC2M 4UJ, United Kingdom",Stone House Court,,Stone House Court,150 Bishopsgate,EC2M 4UJ,City of London,City of London,Greater London,,England,ENG,United Kingdom,gb,0.405,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"c/o Robert Fleming Insurance Brokers Ltd.Staple Hall,Stone House Court,London EC3A 7AX",1787,4,51.5167269,-0.0804393,"Stone House Court, City of London, EC2M 4UJ, United Kingdom",Stone House Court,,Stone House Court,150 Bishopsgate,EC2M 4UJ,City of London,City of London,Greater London,,England,ENG,United Kingdom,gb,0.405,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"c/o RWE Renewables UK Ltd.,Windmill Hill Business Park,Whitehill Way,Swindon,Wiltshire SN5 6PB",1788,4,51.5626873,-1.8261881,"Whitehill Way, Swindon, SN5 7EB, United Kingdom",Whitehill Way,,Whitehill Way,West Swindon,SN5 7EB,Eastleaze,Swindon,Swindon,SWD,England,ENG,United Kingdom,gb,0.44099999999999995,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,c/o The Independent 40 City Rd.London EC1Y 2DB,1789,4,51.520109,-0.130336,"United Kingdom Warehousing Association, London, EC1Y 2DB, United Kingdom",United Kingdom Warehousing Association,,,Fitzrovia,EC1Y 2DB,Camden,London,London,,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"c/o Toyota Motor Manufacturing UK Ltd.,Burnaston,Derby,Derbyshire,DE1 9TA",1790,4,52.8881893,-1.5722043,"Burnaston (South Derbyshire), DE1 9TA, United Kingdom",,,,,DE1 9TA,Burnaston,South Derbyshire,Derbyshire,DBY,England,ENG,United Kingdom,gb,0.125,0.5,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"c/o Walbrook Corp.Service Ltd.,Lord Coutanche House,66-68 Esplande,St.Helier,Jersey,Channel Islands",1791,4,52.663642,-1.580326,United Kingdom,United Kingdom,,,,,,,,,,,United Kingdom,gb,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"C51 Barwell Business Park,Leatherhead Rd.,Chessington,Surrey KT9 2NY",1792,4,51.3455177,-0.3157376,"Leatherhead Road, London, KT9 2NG, United Kingdom",Leatherhead Road,,Leatherhead Road,,KT9 2NG,Royal Borough of Kingston upon Thames,London,Greater London,,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"C51 Barwell Business Park,Leatherhead Rd.,Chessington,Surrey,KT9 2NY",1793,4,51.3455177,-0.3157376,"Leatherhead Road, London, KT9 2NG, United Kingdom",Leatherhead Road,,Leatherhead Road,,KT9 2NG,Royal Borough of Kingston upon Thames,London,Greater London,,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
